//ID,Type,Name,Level,Stack,Durability
4A2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SNAKEDEMON3,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SNAKEDEMON3,98,250,0
4B2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SNAKEMAN1,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SNAKEMAN1,99,250,0
4C2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SNAKEMAN2,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SNAKEMAN2,99,250,0
4D2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SNAKEMAN3,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SNAKEMAN3,99,250,0
4E2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SMALLSTONEGHOST1,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SMALLSTONEGHOST1,30,250,0
4F2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SMALLSTONEGHOST2,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SMALLSTONEGHOST2,30,250,0
502A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SMALLSTONEGHOST3,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SMALLSTONEGHOST3,30,250,0
512A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_BOMBSTONEGHOST1,ITEM_ETC_ARCHEMY_MATERIAL_TQ_BOMBSTONEGHOST1,30,250,0
522A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_BOMBSTONEGHOST2,ITEM_ETC_ARCHEMY_MATERIAL_TQ_BOMBSTONEGHOST2,30,250,0
532A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_BOMBSTONEGHOST3,ITEM_ETC_ARCHEMY_MATERIAL_TQ_BOMBSTONEGHOST3,30,250,0
6C2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_NORTHGUARDIAN1,ITEM_ETC_ARCHEMY_MATERIAL_TQ_NORTHGUARDIAN1,98,250,0
6D2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_NORTHGUARDIAN2,ITEM_ETC_ARCHEMY_MATERIAL_TQ_NORTHGUARDIAN2,98,250,0
6E2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_NORTHGUARDIAN3,ITEM_ETC_ARCHEMY_MATERIAL_TQ_NORTHGUARDIAN3,98,250,0
6F2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SOUTHGUARDIAN1,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SOUTHGUARDIAN1,98,250,0
702A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SOUTHGUARDIAN2,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SOUTHGUARDIAN2,98,250,0
712A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SOUTHGUARDIAN3,ITEM_ETC_ARCHEMY_MATERIAL_TQ_SOUTHGUARDIAN3,98,250,0
722A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WESTGUARDIAN1,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WESTGUARDIAN1,99,250,0
732A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WESTGUARDIAN2,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WESTGUARDIAN2,99,250,0
742A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WESTGUARDIAN3,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WESTGUARDIAN3,99,250,0
752A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_EASTGUARDIAN1,ITEM_ETC_ARCHEMY_MATERIAL_TQ_EASTGUARDIAN1,99,250,0
762A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_EASTGUARDIAN2,ITEM_ETC_ARCHEMY_MATERIAL_TQ_EASTGUARDIAN2,99,250,0
772A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_EASTGUARDIAN3,ITEM_ETC_ARCHEMY_MATERIAL_TQ_EASTGUARDIAN3,99,250,0
782A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_BLACKSNAKE1,ITEM_ETC_ARCHEMY_MATERIAL_TQ_BLACKSNAKE1,100,250,0
792A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_BLACKSNAKE2,ITEM_ETC_ARCHEMY_MATERIAL_TQ_BLACKSNAKE2,100,250,0
7A2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_BLACKSNAKE3,ITEM_ETC_ARCHEMY_MATERIAL_TQ_BLACKSNAKE3,100,250,0
7B2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_FLAMEMASTER1,ITEM_ETC_ARCHEMY_MATERIAL_TQ_FLAMEMASTER1,100,250,0
7C2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_FLAMEMASTER2,ITEM_ETC_ARCHEMY_MATERIAL_TQ_FLAMEMASTER2,100,250,0
7D2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_FLAMEMASTER3,ITEM_ETC_ARCHEMY_MATERIAL_TQ_FLAMEMASTER3,100,250,0
7E2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_FLAMEMASTER4,ITEM_ETC_ARCHEMY_MATERIAL_TQ_FLAMEMASTER4,100,250,0
7F2A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_FLAMEMASTER5,ITEM_ETC_ARCHEMY_MATERIAL_TQ_FLAMEMASTER5,100,250,0
802A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WHITESNAKE1,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WHITESNAKE1,100,250,0
812A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WHITESNAKE2,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WHITESNAKE2,100,250,0
822A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WHITESNAKE3,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WHITESNAKE3,100,250,0
832A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WHITESNAKE4,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WHITESNAKE4,100,250,0
842A0000,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WHITESNAKE5,ITEM_ETC_ARCHEMY_MATERIAL_TQ_WHITESNAKE5,100,250,0
852A0000,ITEM_ETC_AMMO_BOLT_01_DEF,ITEM_ETC_AMMO_BOLT_01_DEF,0,2500,0
862A0000,ITEM_CH_SHIELD_01_A_DEF,Copper Shield,1,1,46
872A0000,ITEM_EU_DAGGER_01_A_DEF,Sagittarius Dirk (Basic),1,1,66
882A0000,ITEM_EU_SWORD_01_A_DEF,Sagittarius Long Sword (Basic),1,1,47
892A0000,ITEM_EU_TSWORD_01_A_DEF,Sagittarius War Sword (Basic),1,1,39
8A2A0000,ITEM_EU_AXE_01_A_DEF,Sagittarius Small Axe (Basic),1,1,66
8B2A0000,ITEM_EU_CROSSBOW_01_A_DEF,Sagittarius Copper Crossbow (Basic),1,1,47
8C2A0000,ITEM_EU_DARKSTAFF_01_A_DEF,Sagittarius Short Staff (Warlock Basic),1,1,78
8D2A0000,ITEM_EU_TSTAFF_01_A_DEF,Sagittarius Long Staff (Basic),1,1,39
8E2A0000,ITEM_EU_HARP_01_A_DEF,Sagittarius TetraCalled (Basic),1,1,35
8F2A0000,ITEM_EU_STAFF_01_A_DEF,Sagittarius Short Staff (Basic),1,1,39
902A0000,ITEM_EU_SHIELD_01_A_DEF,Sagittarius Copper Shield (Basic),1,1,41
912A0000,ITEM_EU_DAGGER_01_A,Sagittarius Dirk,1,1,66
922A0000,ITEM_EU_DAGGER_01_B,Canes Dirk,3,1,67
932A0000,ITEM_EU_DAGGER_01_C,Sagitta Dirk,5,1,69
942A0000,ITEM_EU_DAGGER_02_A,Pisces Baselard,8,1,71
952A0000,ITEM_EU_DAGGER_02_B,Cygnus Baselard,10,1,72
962A0000,ITEM_EU_DAGGER_02_C,Lacerta Baselard,13,1,74
972A0000,ITEM_EU_DAGGER_03_A,Gemini KidneyDagger,16,1,76
982A0000,ITEM_EU_DAGGER_03_B,Andromeda KidneyDagger,18,1,77
992A0000,ITEM_EU_DAGGER_03_C,Aquila KidneyDagger,21,1,79
9A2A0000,ITEM_EU_DAGGER_04_A,Aries Dazzling Dagger,24,1,81
9B2A0000,ITEM_EU_DAGGER_04_B,Canis Dazzling Dagger,26,1,82
9C2A0000,ITEM_EU_DAGGER_04_C,Corvus Dazzling Dagger,29,1,84
9D2A0000,ITEM_EU_DAGGER_05_A,Aquarius Double Haste,32,1,86
9E2A0000,ITEM_EU_DAGGER_05_B,Triangulum Double Haste,35,1,88
9F2A0000,ITEM_EU_DAGGER_05_C,Monoceros Double Haste,38,1,90
A02A0000,ITEM_EU_DAGGER_06_A,Cancer Viper Sting,42,1,93
A12A0000,ITEM_EU_DAGGER_06_B,Cassiopeia Viper Sting,45,1,95
A22A0000,ITEM_EU_DAGGER_06_C,Ursa Viper Sting,48,1,97
A32A0000,ITEM_EU_DAGGER_07_A,Libra Golden Glitter,52,1,99
A42A0000,ITEM_EU_DAGGER_07_B,Crater Golden Glitter,56,1,102
A52A0000,ITEM_EU_DAGGER_07_C,Vulpecula Golden Glitter,60,1,104
A62A0000,ITEM_EU_DAGGER_08_A,Virgo Wind Split,64,1,107
A72A0000,ITEM_EU_DAGGER_08_B,Auriga Wind Split,68,1,110
A82A0000,ITEM_EU_DAGGER_08_C,Bootes Wind Split,72,1,112
A92A0000,ITEM_EU_DAGGER_09_A,Scorpio Sudden Vanishing,76,1,115
AA2A0000,ITEM_EU_DAGGER_09_B,Hydra Sudden Vanishing,80,1,118
AB2A0000,ITEM_EU_DAGGER_09_C,Lynx Sudden Vanishing,85,1,121
AC2A0000,ITEM_EU_DAGGER_10_A,Taurus Immortal Edge,90,1,124
AD2A0000,ITEM_EU_DAGGER_10_B,Cetus Immortal Edge,94,1,127
AE2A0000,ITEM_EU_DAGGER_10_C,Lepus Immortal Edge,98,1,129
AF2A0000,ITEM_EU_DAGGER_11_A,Capricorn Justice,101,1,131
B02A0000,ITEM_EU_DAGGER_11_B,Draco Justice,104,1,133
B12A0000,ITEM_EU_DAGGER_11_C,Orion Justice,108,1,136
B22A0000,ITEM_EU_DAGGER_12_A,Inferno Torture,110,1,138
B32A0000,ITEM_EU_DAGGER_12_B,Ophiuchus Inferno Torture,114,1,140
B42A0000,ITEM_EU_DAGGER_12_C,Lyra Inferno Torture,118,1,141
B52A0000,ITEM_EU_SWORD_01_A,Sagittarius Long Sword,1,1,47
B62A0000,ITEM_EU_SWORD_01_B,Canes Long Sword,3,1,48
B72A0000,ITEM_EU_SWORD_01_C,Sagitta Long Sword,5,1,48
B82A0000,ITEM_EU_SWORD_02_A,Pisces Gradius,8,1,50
B92A0000,ITEM_EU_SWORD_02_B,Cygnus Gradius,10,1,51
BA2A0000,ITEM_EU_SWORD_02_C,Lacerta Gradius,13,1,52
BB2A0000,ITEM_EU_SWORD_03_A,Gemini Broad Sword,16,1,54
BC2A0000,ITEM_EU_SWORD_03_B,Andromeda Broad Sword,18,1,54
BD2A0000,ITEM_EU_SWORD_03_C,Aquila Broad Sword,21,1,56
BE2A0000,ITEM_EU_SWORD_04_A,Aries Flamberge,24,1,57
BF2A0000,ITEM_EU_SWORD_04_B,Canis Flamberge,26,1,58
C02A0000,ITEM_EU_SWORD_04_C,Corvus Flamberge,29,1,59
C12A0000,ITEM_EU_SWORD_05_A,Aquarius Misty Blade,32,1,61
C22A0000,ITEM_EU_SWORD_05_B,Triangulum Misty Blade,35,1,62
C32A0000,ITEM_EU_SWORD_05_C,Monoceros Misty Blade,38,1,64
C42A0000,ITEM_EU_SWORD_06_A,Cancer Blaze Sword,42,1,65
C52A0000,ITEM_EU_SWORD_06_B,Cassiopeia Blaze Sword,45,1,67
C62A0000,ITEM_EU_SWORD_06_C,Ursa Blaze Sword,48,1,68
C72A0000,ITEM_EU_SWORD_07_A,Libra Imperial Sword,52,1,70
C82A0000,ITEM_EU_SWORD_07_B,Crater Imperial Sword,56,1,72
C92A0000,ITEM_EU_SWORD_07_C,Vulpecula Imperial Sword,60,1,74
CA2A0000,ITEM_EU_SWORD_08_A,Virgo Dame Blade,64,1,76
CB2A0000,ITEM_EU_SWORD_08_B,Auriga Dame Blade,68,1,77
CC2A0000,ITEM_EU_SWORD_08_C,Bootes Dame Blade,72,1,79
CD2A0000,ITEM_EU_SWORD_09_A,Scorpio Katzbalger,76,1,81
CE2A0000,ITEM_EU_SWORD_09_B,Hydra Katzbalger,80,1,83
CF2A0000,ITEM_EU_SWORD_09_C,Lynx Katzbalger,85,1,85
D02A0000,ITEM_EU_SWORD_10_A,Taurus Dark Monarch,90,1,88
D12A0000,ITEM_EU_SWORD_10_B,Cetus Dark Monarch,94,1,89
D22A0000,ITEM_EU_SWORD_10_C,Lepus Dark Monarch,98,1,91
D32A0000,ITEM_EU_SWORD_11_A,Capricorn Grand Cross,101,1,93
D42A0000,ITEM_EU_SWORD_11_B,Draco Grand Cross,104,1,94
D52A0000,ITEM_EU_SWORD_11_C,Orion Grand Cross,108,1,96
D62A0000,ITEM_EU_SWORD_12_A,Satan Spirit,110,1,97
D72A0000,ITEM_EU_SWORD_12_B,Ophiuchus Satan Spirit,114,1,99
D82A0000,ITEM_EU_SWORD_12_C,Lyra Satan Spirit,118,1,100
D92A0000,ITEM_EU_TSWORD_01_A,Sagittarius War Sword,1,1,39
DA2A0000,ITEM_EU_TSWORD_01_B,Canes War Sword,3,1,40
DB2A0000,ITEM_EU_TSWORD_01_C,Sagitta War Sword,5,1,40
DC2A0000,ITEM_EU_TSWORD_02_A,Pisces Bronze Sword,8,1,42
DD2A0000,ITEM_EU_TSWORD_02_B,Cygnus Bronze Sword,10,1,42
DE2A0000,ITEM_EU_TSWORD_02_C,Lacerta Bronze Sword,13,1,43
DF2A0000,ITEM_EU_TSWORD_03_A,Gemini Bastard Sword,16,1,45
E02A0000,ITEM_EU_TSWORD_03_B,Andromeda Bastard Sword,18,1,45
E12A0000,ITEM_EU_TSWORD_03_C,Aquila Bastard Sword,21,1,47
E22A0000,ITEM_EU_TSWORD_04_A,Aries Giant Sword,24,1,48
E32A0000,ITEM_EU_TSWORD_04_B,Canis Giant Sword,26,1,48
E42A0000,ITEM_EU_TSWORD_04_C,Corvus Giant Sword,29,1,50
E52A0000,ITEM_EU_TSWORD_05_A,Aquarius Great Sword,32,1,51
E62A0000,ITEM_EU_TSWORD_05_B,Triangulum Great Sword,35,1,52
E72A0000,ITEM_EU_TSWORD_05_C,Monoceros Great Sword,38,1,53
E82A0000,ITEM_EU_TSWORD_06_A,Cancer Claymore,42,1,55
E92A0000,ITEM_EU_TSWORD_06_B,Cassiopeia Claymore,45,1,56
EA2A0000,ITEM_EU_TSWORD_06_C,Ursa Claymore,48,1,57
EB2A0000,ITEM_EU_TSWORD_07_A,Libra Radiant Sword,52,1,58
EC2A0000,ITEM_EU_TSWORD_07_B,Crater Radiant Sword,56,1,60
ED2A0000,ITEM_EU_TSWORD_07_C,Vulpecula Radiant Sword,60,1,61
EE2A0000,ITEM_EU_TSWORD_08_A,Virgo Knight's Creed,64,1,63
EF2A0000,ITEM_EU_TSWORD_08_B,Auriga Knight's Creed,68,1,65
F02A0000,ITEM_EU_TSWORD_08_C,Bootes Knight's Creed,72,1,66
F12A0000,ITEM_EU_TSWORD_09_A,Scorpio Valor Phantom,76,1,68
F22A0000,ITEM_EU_TSWORD_09_B,Hydra Valor Phantom,80,1,69
F32A0000,ITEM_EU_TSWORD_09_C,Lynx Valor Phantom,85,1,71
F42A0000,ITEM_EU_TSWORD_10_A,Taurus Colossus Blade,90,1,73
F52A0000,ITEM_EU_TSWORD_10_B,Cetus Colossus Blade,94,1,75
F62A0000,ITEM_EU_TSWORD_10_C,Lepus Colossus Blade,98,1,76
F72A0000,ITEM_EU_TSWORD_11_A,Capricorn Saint Splendor,101,1,77
F82A0000,ITEM_EU_TSWORD_11_B,Draco Saint Splendor,104,1,78
F92A0000,ITEM_EU_TSWORD_11_C,Orion Saint Splendor,108,1,80
FA2A0000,ITEM_EU_TSWORD_12_A,Demogorgon,110,1,81
FB2A0000,ITEM_EU_TSWORD_12_B,Ophiuchus Demogorgon,114,1,82
FC2A0000,ITEM_EU_TSWORD_12_C,Lyra Demogorgon,118,1,83
FD2A0000,ITEM_EU_AXE_01_A,Sagittarius Small Axe,1,1,66
FE2A0000,ITEM_EU_AXE_01_B,Canes Small Axe,3,1,67
FF2A0000,ITEM_EU_AXE_01_C,Sagitta Small Axe,5,1,69
002B0000,ITEM_EU_AXE_02_A,Pisces Bronze Axe,8,1,71
012B0000,ITEM_EU_AXE_02_B,Cygnus Bronze Axe,10,1,72
022B0000,ITEM_EU_AXE_02_C,Lacerta Bronze Axe,13,1,74
032B0000,ITEM_EU_AXE_03_A,Gemini Rome Axe,16,1,76
042B0000,ITEM_EU_AXE_03_B,Andromeda Rome Axe,18,1,77
052B0000,ITEM_EU_AXE_03_C,Aquila Rome Axe,21,1,79
062B0000,ITEM_EU_AXE_04_A,Aries Royal Guard,24,1,81
072B0000,ITEM_EU_AXE_04_B,Canis Royal Guard,26,1,82
082B0000,ITEM_EU_AXE_04_C,Corvus Royal Guard,29,1,84
092B0000,ITEM_EU_AXE_05_A,Aquarius Crescent Axe,32,1,86
0A2B0000,ITEM_EU_AXE_05_B,Triangulum Crescent Axe,35,1,88
0B2B0000,ITEM_EU_AXE_05_C,Monoceros Crescent Axe,38,1,90
0C2B0000,ITEM_EU_AXE_06_A,Cancer Berserker Axe,42,1,93
0D2B0000,ITEM_EU_AXE_06_B,Cassiopeia Berserker Axe,45,1,95
0E2B0000,ITEM_EU_AXE_06_C,Ursa Berserker Axe,48,1,97
0F2B0000,ITEM_EU_AXE_07_A,Libra Soul Killer,52,1,99
102B0000,ITEM_EU_AXE_07_B,Crater Soul Killer,56,1,102
112B0000,ITEM_EU_AXE_07_C,Vulpecula Soul Killer,60,1,104
122B0000,ITEM_EU_AXE_08_A,Virgo Wind'sVane,64,1,107
132B0000,ITEM_EU_AXE_08_B,Auriga Wind'sVane,68,1,110
142B0000,ITEM_EU_AXE_08_C,Bootes Wind'sVane,72,1,112
152B0000,ITEM_EU_AXE_09_A,Scorpio Furious Beast,76,1,115
162B0000,ITEM_EU_AXE_09_B,Hydra Furious Beast,80,1,118
172B0000,ITEM_EU_AXE_09_C,Lynx Furious Beast,85,1,121
182B0000,ITEM_EU_AXE_10_A,Taurus Hell Breath,90,1,124
192B0000,ITEM_EU_AXE_10_B,Cetus Hell Breath,94,1,127
1A2B0000,ITEM_EU_AXE_10_C,Lepus Hell Breath,98,1,129
1B2B0000,ITEM_EU_AXE_11_A,Capricorn Ruined Hell,101,1,131
1C2B0000,ITEM_EU_AXE_11_B,Draco Ruined Hell,104,1,133
1D2B0000,ITEM_EU_AXE_11_C,Orion Ruined Hell,108,1,136
1E2B0000,ITEM_EU_AXE_12_A,Devil's Reigning,110,1,138
1F2B0000,ITEM_EU_AXE_12_B,Ophiuchus Devil's Reigning,114,1,140
202B0000,ITEM_EU_AXE_12_C,Lyra Devil's Reigning,118,1,141
212B0000,ITEM_EU_CROSSBOW_01_A,Sagittarius Copper CrossBow,1,1,47
222B0000,ITEM_EU_CROSSBOW_01_B,Canes Copper CrossBow,3,1,48
232B0000,ITEM_EU_CROSSBOW_01_C,Sagitta Copper CrossBow,5,1,48
242B0000,ITEM_EU_CROSSBOW_02_A,Pisces Battle Crossbow,8,1,50
252B0000,ITEM_EU_CROSSBOW_02_B,Cygnus Battle Crossbow,10,1,51
262B0000,ITEM_EU_CROSSBOW_02_C,Lacerta Battle Crossbow,13,1,52
272B0000,ITEM_EU_CROSSBOW_03_A,Gemini War Crossbow,16,1,54
282B0000,ITEM_EU_CROSSBOW_03_B,Andromeda War Crossbow,18,1,54
292B0000,ITEM_EU_CROSSBOW_03_C,Aquila War Crossbow,21,1,56
2A2B0000,ITEM_EU_CROSSBOW_04_A,Aries Silver Crossbow,24,1,57
2B2B0000,ITEM_EU_CROSSBOW_04_B,Canis Silver Crossbow,26,1,58
2C2B0000,ITEM_EU_CROSSBOW_04_C,Corvus Silver Crossbow,29,1,59
2D2B0000,ITEM_EU_CROSSBOW_05_A,Aquarius Ballesta,32,1,61
2E2B0000,ITEM_EU_CROSSBOW_05_B,Triangulum Ballesta,35,1,62
2F2B0000,ITEM_EU_CROSSBOW_05_C,Monoceros Ballesta,38,1,64
302B0000,ITEM_EU_CROSSBOW_06_A,Cancer Jewal Crossbow,42,1,65
312B0000,ITEM_EU_CROSSBOW_06_B,Cassiopeia Jewal Crossbow,45,1,67
322B0000,ITEM_EU_CROSSBOW_06_C,Ursa Jewal Crossbow,48,1,68
332B0000,ITEM_EU_CROSSBOW_07_A,Libra Imperial Bow,52,1,70
342B0000,ITEM_EU_CROSSBOW_07_B,Crater Imperial Bow,56,1,72
352B0000,ITEM_EU_CROSSBOW_07_C,Vulpecula Imperial Bow,60,1,74
362B0000,ITEM_EU_CROSSBOW_08_A,Virgo Lunar Hunter,64,1,76
372B0000,ITEM_EU_CROSSBOW_08_B,Auriga Lunar Hunter,68,1,77
382B0000,ITEM_EU_CROSSBOW_08_C,Bootes Lunar Hunter,72,1,79
392B0000,ITEM_EU_CROSSBOW_09_A,Scorpio Storm Spiral,76,1,81
3A2B0000,ITEM_EU_CROSSBOW_09_B,Hydra Storm Spiral,80,1,83
3B2B0000,ITEM_EU_CROSSBOW_09_C,Lynx Storm Spiral,85,1,85
3C2B0000,ITEM_EU_CROSSBOW_10_A,Taurus Night Wings,90,1,88
3D2B0000,ITEM_EU_CROSSBOW_10_B,Cetus Night Wings,94,1,89
3E2B0000,ITEM_EU_CROSSBOW_10_C,Lepus Night Wings,98,1,91
3F2B0000,ITEM_EU_CROSSBOW_11_A,Capricorn Luminous Relic ,101,1,93
402B0000,ITEM_EU_CROSSBOW_11_B,Draco Luminous Relic ,104,1,94
412B0000,ITEM_EU_CROSSBOW_11_C,Orion Luminous Relic ,108,1,96
422B0000,ITEM_EU_CROSSBOW_12_A,Abyss Rain,110,1,97
432B0000,ITEM_EU_CROSSBOW_12_B,Ophiuchus Evi Arc,114,1,99
442B0000,ITEM_EU_CROSSBOW_12_C,Lyra Evi Arc,118,1,100
452B0000,ITEM_EU_DARKSTAFF_01_A,Sagittarius ArcStick,1,1,78
462B0000,ITEM_EU_DARKSTAFF_01_B,Canes ArcStick,3,1,79
472B0000,ITEM_EU_DARKSTAFF_01_C,Sagitta ArcStick,5,1,81
482B0000,ITEM_EU_DARKSTAFF_02_A,Pisces ShadyStick,8,1,83
492B0000,ITEM_EU_DARKSTAFF_02_B,Cygnus ShadyStick,10,1,85
4A2B0000,ITEM_EU_DARKSTAFF_02_C,Lacerta ShadyStick,13,1,87
4B2B0000,ITEM_EU_DARKSTAFF_03_A,Gemini SpineRod,16,1,89
4C2B0000,ITEM_EU_DARKSTAFF_03_B,Andromeda SpineRod,18,1,91
4D2B0000,ITEM_EU_DARKSTAFF_03_C,Aquila SpineRod,21,1,93
4E2B0000,ITEM_EU_DARKSTAFF_04_A,Aries DismayRod,24,1,95
4F2B0000,ITEM_EU_DARKSTAFF_04_B,Canis DismayRod,26,1,97
502B0000,ITEM_EU_DARKSTAFF_04_C,Corvus DismayRod,29,1,99
512B0000,ITEM_EU_DARKSTAFF_05_A,Aquarius SwirlRod,32,1,101
522B0000,ITEM_EU_DARKSTAFF_05_B,Triangulum SwirlRod,35,1,104
532B0000,ITEM_EU_DARKSTAFF_05_C,Monoceros SwirlRod,38,1,106
542B0000,ITEM_EU_DARKSTAFF_06_A,Cancer RavenShadow,42,1,109
552B0000,ITEM_EU_DARKSTAFF_06_B,Cassiopeia RavenShadow,45,1,111
562B0000,ITEM_EU_DARKSTAFF_06_C,Ursa RavenShadow,48,1,114
572B0000,ITEM_EU_DARKSTAFF_07_A,Libra GoldenScourge,52,1,117
582B0000,ITEM_EU_DARKSTAFF_07_B,Crater GoldenScourge,56,1,120
592B0000,ITEM_EU_DARKSTAFF_07_C,Vulpecula GoldenScourge,60,1,123
5A2B0000,ITEM_EU_DARKSTAFF_08_A,Virgo NemesisTear,64,1,126
5B2B0000,ITEM_EU_DARKSTAFF_08_B,Auriga NemesisTear,68,1,129
5C2B0000,ITEM_EU_DARKSTAFF_08_C,Bootes NemesisTear,72,1,132
5D2B0000,ITEM_EU_DARKSTAFF_09_A,Scorpio Bloody Anathema,76,1,135
5E2B0000,ITEM_EU_DARKSTAFF_09_B,Hydra Bloody Anathema,80,1,138
5F2B0000,ITEM_EU_DARKSTAFF_09_C,Lynx Bloody Anathema,85,1,142
602B0000,ITEM_EU_DARKSTAFF_10_A,Taurus Disaster Cane,90,1,146
612B0000,ITEM_EU_DARKSTAFF_10_B,Cetus Disaster Cane,94,1,149
622B0000,ITEM_EU_DARKSTAFF_10_C,Lepus Disaster Cane,98,1,152
632B0000,ITEM_EU_DARKSTAFF_11_A,Capricorn DemonicLuster,101,1,154
642B0000,ITEM_EU_DARKSTAFF_11_B,Draco DemonicLuster,104,1,157
652B0000,ITEM_EU_DARKSTAFF_11_C,Orion DemonicLuster,108,1,160
662B0000,ITEM_EU_DARKSTAFF_12_A,ChaoticAbyss,110,1,162
672B0000,ITEM_EU_DARKSTAFF_12_B,Ophiuchus ChaoticAbyss,114,1,164
682B0000,ITEM_EU_DARKSTAFF_12_C,Lyra ChaoticAbyss,118,1,166
692B0000,ITEM_EU_TSTAFF_01_A,Sagittarius Long Staff,1,1,39
6A2B0000,ITEM_EU_TSTAFF_01_B,Canes Long Staff,3,1,40
6B2B0000,ITEM_EU_TSTAFF_01_C,Sagitta Long Staff,5,1,40
6C2B0000,ITEM_EU_TSTAFF_02_A,Pisces Bronze Staff,8,1,42
6D2B0000,ITEM_EU_TSTAFF_02_B,Cygnus Bronze Staff,10,1,42
6E2B0000,ITEM_EU_TSTAFF_02_C,Lacerta Bronze Staff,13,1,43
6F2B0000,ITEM_EU_TSTAFF_03_A,Gemini Soul Staff,16,1,45
702B0000,ITEM_EU_TSTAFF_03_B,Andromeda Soul Staff,18,1,45
712B0000,ITEM_EU_TSTAFF_03_C,Aquila Soul Staff,21,1,47
722B0000,ITEM_EU_TSTAFF_04_A,Aries Wing Staff,24,1,48
732B0000,ITEM_EU_TSTAFF_04_B,Canis Wing Staff,26,1,48
742B0000,ITEM_EU_TSTAFF_04_C,Corvus Wing Staff,29,1,50
752B0000,ITEM_EU_TSTAFF_05_A,Aquarius Mystic Staff,32,1,51
762B0000,ITEM_EU_TSTAFF_05_B,Triangulum Mystic Staff,35,1,52
772B0000,ITEM_EU_TSTAFF_05_C,Monoceros Mystic Staff,38,1,53
782B0000,ITEM_EU_TSTAFF_06_A,Cancer Blood Flare,42,1,55
792B0000,ITEM_EU_TSTAFF_06_B,Cassiopeia Blood Flare,45,1,56
7A2B0000,ITEM_EU_TSTAFF_06_C,Ursa Blood Flare,48,1,57
7B2B0000,ITEM_EU_TSTAFF_07_A,Libra Pentacle Ornament,52,1,58
7C2B0000,ITEM_EU_TSTAFF_07_B,Crater Pentacle Ornament,56,1,60
7D2B0000,ITEM_EU_TSTAFF_07_C,Vulpecula Pentacle Ornament,60,1,61
7E2B0000,ITEM_EU_TSTAFF_08_A,Virgo Elegant Staff,64,1,63
7F2B0000,ITEM_EU_TSTAFF_08_B,Auriga Elegant Staff,68,1,65
802B0000,ITEM_EU_TSTAFF_08_C,Bootes Elegant Staff,72,1,66
812B0000,ITEM_EU_TSTAFF_09_A,Scorpio Magician Glacier,76,1,68
