//ShopTab,ITEMType,Slot
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_03_CA_A,2
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_03_FA_A,17
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_03_LA_A,11
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_03_SA_A,5
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_01_AA_A,12
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_01_BA_A,6
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_01_CA_A,0
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_01_FA_A,15
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_01_LA_A,9
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_01_SA_A,3
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_02_AA_A,13
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_02_BA_A,7
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_02_CA_A,1
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_02_FA_A,16
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_02_LA_A,10
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_02_SA_A,4
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_03_AA_A,14
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_03_BA_A,8
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_03_CA_A,2
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_03_FA_A,17
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_03_LA_A,11
STORE_CH_ARMOR_TAB3,ITEM_CH_M_CLOTHES_03_SA_A,5
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_01_AA_A,12
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_01_BA_A,6
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_01_CA_A,0
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_01_FA_A,15
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_01_LA_A,9
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_01_SA_A,3
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_02_AA_A,13
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_02_BA_A,7
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_02_CA_A,1
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_02_FA_A,16
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_02_LA_A,10
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_02_SA_A,4
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_03_AA_A,14
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_03_BA_A,8
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_03_CA_A,2
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_03_FA_A,17
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_03_LA_A,11
STORE_CH_ARMOR_TAB4,ITEM_CH_W_HEAVY_03_SA_A,5
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_01_AA_A,12
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_01_BA_A,6
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_01_CA_A,0
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_01_FA_A,15
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_01_LA_A,9
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_01_SA_A,3
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_02_AA_A,13
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_02_BA_A,7
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_02_CA_A,1
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_02_FA_A,16
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_02_LA_A,10
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_02_SA_A,4
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_03_AA_A,14
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_03_BA_A,8
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_03_CA_A,2
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_03_FA_A,17
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_03_LA_A,11
STORE_CH_ARMOR_TAB5,ITEM_CH_W_LIGHT_03_SA_A,5
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_01_AA_A,12
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_01_BA_A,6
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_01_CA_A,0
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_01_FA_A,15
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_01_LA_A,9
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_01_SA_A,3
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_02_AA_A,13
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_02_BA_A,7
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_02_CA_A,1
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_02_FA_A,16
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_02_LA_A,10
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_02_SA_A,4
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_03_AA_A,14
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_03_BA_A,8
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_03_CA_A,2
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_03_FA_A,17
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_03_LA_A,11
STORE_CH_ARMOR_TAB6,ITEM_CH_W_CLOTHES_03_SA_A,5
STORE_CH_GUILD_TAB1,ITEM_ETC_GUILD_CREST_DELETE,1
STORE_CH_GUILD_TAB1,ITEM_ETC_GUILD_CREST_USER,0
STORE_CH_GUILD_TAB1,ITEM_ETC_UNION_CREST_DELETE,3
STORE_CH_GUILD_TAB1,ITEM_ETC_UNION_CREST_USER,2
STORE_CH_GUILD_TAB2,ITEM_ETC_GUILD_CH_SOLDIER1_SCROLL,0
STORE_CH_GUILD_TAB2,ITEM_ETC_GUILD_CH_SOLDIER2_SCROLL,1
STORE_CH_GUILD_TAB2,ITEM_ETC_GUILD_CH_SOLDIER3_SCROLL,2
STORE_CH_GUILD_TAB2,ITEM_ETC_GUILD_CH_SOLDIER4_SCROLL,3
STORE_CH_GUILD_TAB2,ITEM_ETC_GUILD_CH_SOLDIER5_SCROLL,4
STORE_CH_GUILD_TAB2,ITEM_ETC_GUILD_CH_SOLDIER6_SCROLL,5
STORE_CH_GUILD_TAB3,ITEM_ETC_GUILD_RECALL,0
STORE_CH_HONOR_TAB1,ITEM_CH_BLADE_08_A_RARE_HONOR,0
STORE_CH_HONOR_TAB1,ITEM_CH_BLADE_08_B_RARE_HONOR,1
STORE_CH_HONOR_TAB1,ITEM_CH_BLADE_08_C_RARE_HONOR,2
STORE_CH_HONOR_TAB1,ITEM_CH_BOW_08_A_RARE_HONOR,3
STORE_CH_HONOR_TAB1,ITEM_CH_BOW_08_B_RARE_HONOR,4
STORE_CH_HONOR_TAB1,ITEM_CH_BOW_08_C_RARE_HONOR,5
STORE_CH_HONOR_TAB1,ITEM_CH_SPEAR_08_A_RARE_HONOR,6
STORE_CH_HONOR_TAB1,ITEM_CH_SPEAR_08_B_RARE_HONOR,7
STORE_CH_HONOR_TAB1,ITEM_CH_SPEAR_08_C_RARE_HONOR,8
STORE_CH_HONOR_TAB1,ITEM_CH_SWORD_08_A_RARE_HONOR,9
STORE_CH_HONOR_TAB1,ITEM_CH_SWORD_08_B_RARE_HONOR,10
STORE_CH_HONOR_TAB1,ITEM_CH_SWORD_08_C_RARE_HONOR,11
STORE_CH_HONOR_TAB1,ITEM_CH_TBLADE_08_A_RARE_HONOR,12
STORE_CH_HONOR_TAB1,ITEM_CH_TBLADE_08_B_RARE_HONOR,13
STORE_CH_HONOR_TAB1,ITEM_CH_TBLADE_08_C_RARE_HONOR,14
STORE_CH_HONOR_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_REPAIR_08,0
STORE_CH_HUNTER_TAB1,ITEM_CH_M_TRADE_HUNTER_04,0
STORE_CH_HUNTER_TAB1,ITEM_CH_M_TRADE_HUNTER_05,1
STORE_CH_HUNTER_TAB2,ITEM_CH_W_TRADE_HUNTER_04,0
STORE_CH_HUNTER_TAB2,ITEM_CH_W_TRADE_HUNTER_05,1
STORE_CH_OFFICIAL_TAB1,ITEM_FORT_AGGRESSIVE_FLAG,12
STORE_CH_OFFICIAL_TAB1,ITEM_FORT_DEFENSIVE_FLAG,11
STORE_CH_OFFICIAL_TAB1,ITEM_FORT_MANUAL_BARRICADE,5
STORE_CH_OFFICIAL_TAB1,ITEM_FORT_MANUAL_BATTLECAMP,4
STORE_CH_OFFICIAL_TAB1,ITEM_FORT_REPAIR_KIT_01,2
STORE_CH_OFFICIAL_TAB1,ITEM_FORT_REPAIR_KIT_02,3
STORE_CH_OFFICIAL_TAB1,ITEM_FORT_SHOCK_BOMB,1
STORE_CH_OFFICIAL_TAB1,ITEM_FORT_TABLET_WHITETIGER_SILVER,0
STORE_CH_POTION_TAB1,ITEM_ETC_CURE_ALL_01,10
STORE_CH_POTION_TAB1,ITEM_ETC_CURE_ALL_02,11
STORE_CH_POTION_TAB1,ITEM_ETC_CURE_ALL_03,12
STORE_CH_POTION_TAB1,ITEM_ETC_CURE_ALL_04,13
STORE_CH_POTION_TAB1,ITEM_ETC_CURE_ALL_05,14
STORE_CH_POTION_TAB1,ITEM_ETC_CURE_RANDOM_01,15
STORE_CH_POTION_TAB1,ITEM_ETC_CURE_RANDOM_02,16
STORE_CH_POTION_TAB1,ITEM_ETC_CURE_RANDOM_03,17
STORE_CH_POTION_TAB1,ITEM_ETC_CURE_RANDOM_04,18
STORE_CH_POTION_TAB1,ITEM_ETC_DETECT_01,19
STORE_CH_POTION_TAB1,ITEM_ETC_DETECT_02,20
STORE_CH_POTION_TAB1,ITEM_ETC_DETECT_03,21
STORE_CH_POTION_TAB1,ITEM_ETC_DETECT_04,22
STORE_CH_POTION_TAB1,ITEM_ETC_HP_POTION_01,0
STORE_CH_POTION_TAB1,ITEM_ETC_HP_POTION_02,1
STORE_CH_POTION_TAB1,ITEM_ETC_HP_POTION_03,2
STORE_CH_POTION_TAB1,ITEM_ETC_HP_POTION_04,3
STORE_CH_POTION_TAB1,ITEM_ETC_HP_POTION_05,4
STORE_CH_POTION_TAB1,ITEM_ETC_MP_POTION_01,5
STORE_CH_POTION_TAB1,ITEM_ETC_MP_POTION_02,6
STORE_CH_POTION_TAB1,ITEM_ETC_MP_POTION_03,7
STORE_CH_POTION_TAB1,ITEM_ETC_MP_POTION_04,8
STORE_CH_POTION_TAB1,ITEM_ETC_MP_POTION_05,9
STORE_CH_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_01,23
STORE_CH_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_02,24
STORE_CH_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_03,25
STORE_CH_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_04,26
STORE_CH_SMITH_TAB1,ITEM_CH_BLADE_01_A,3
STORE_CH_SMITH_TAB1,ITEM_CH_BLADE_02_A,4
STORE_CH_SMITH_TAB1,ITEM_CH_BLADE_03_A,5
STORE_CH_SMITH_TAB1,ITEM_CH_BOW_01_A,12
STORE_CH_SMITH_TAB1,ITEM_CH_BOW_02_A,13
STORE_CH_SMITH_TAB1,ITEM_CH_BOW_03_A,14
STORE_CH_SMITH_TAB1,ITEM_CH_SPEAR_01_A,6
STORE_CH_SMITH_TAB1,ITEM_CH_SPEAR_02_A,7
STORE_CH_SMITH_TAB1,ITEM_CH_SPEAR_03_A,8
STORE_CH_SMITH_TAB1,ITEM_CH_SWORD_01_A,0
STORE_CH_SMITH_TAB1,ITEM_CH_SWORD_02_A,1
STORE_CH_SMITH_TAB1,ITEM_CH_SWORD_03_A,2
STORE_CH_SMITH_TAB1,ITEM_CH_TBLADE_01_A,9
STORE_CH_SMITH_TAB1,ITEM_CH_TBLADE_02_A,10
STORE_CH_SMITH_TAB1,ITEM_CH_TBLADE_03_A,11
STORE_CH_SMITH_TAB2,ITEM_CH_SHIELD_01_A,0
STORE_CH_SMITH_TAB2,ITEM_CH_SHIELD_02_A,1
STORE_CH_SMITH_TAB2,ITEM_CH_SHIELD_03_A,2
STORE_CH_SMITH_TAB3,ITEM_ETC_AMMO_ARROW_01,0
STORE_CH_SPECIAL_TAB1,ITEM_ETC_TRADE_CH_01,0
STORE_CH_SPECIAL_TAB1,ITEM_ETC_TRADE_CH_02,1
STORE_CH_SPECIAL_TAB1,ITEM_ETC_TRADE_CH_03,2
STORE_CH_SPECIAL_TAB1,ITEM_ETC_TRADE_CH_04,3
STORE_CH_SPECIAL2_TAB1,ITEM_ETC_TRADE_CH_05,0
STORE_CH_SPECIAL2_TAB1,ITEM_ETC_TRADE_CH_06,1
STORE_CH_SPECIAL2_TAB1,ITEM_ETC_TRADE_CH_07,2
STORE_CH_STABLE_TAB1,ITEM_COS_C_DHORSE1,3
STORE_CH_STABLE_TAB1,ITEM_COS_C_HORSE1,0
STORE_CH_STABLE_TAB1,ITEM_COS_C_HORSE2,1
STORE_CH_STABLE_TAB1,ITEM_COS_C_HORSE3,2
STORE_CH_STABLE_TAB2,ITEM_COS_T_CAMEL1,3
STORE_CH_STABLE_TAB2,ITEM_COS_T_CAMEL2,4
STORE_CH_STABLE_TAB2,ITEM_COS_T_CAMEL3,5
STORE_CH_STABLE_TAB2,ITEM_COS_T_COW1,7
STORE_CH_STABLE_TAB2,ITEM_COS_T_DHORSE1,6
STORE_CH_STABLE_TAB2,ITEM_COS_T_HORSE1,0
STORE_CH_STABLE_TAB2,ITEM_COS_T_HORSE2,1
STORE_CH_STABLE_TAB2,ITEM_COS_T_HORSE3,2
STORE_CH_STABLE_TAB4,ITEM_COS_P_CURE_ALL_01,4
STORE_CH_STABLE_TAB4,ITEM_COS_P_CURE_ALL_02,5
STORE_CH_STABLE_TAB4,ITEM_COS_P_HGP_POTION_01,3
STORE_CH_STABLE_TAB4,ITEM_COS_P_REVIVAL,2
STORE_CH_STABLE_TAB4,ITEM_ETC_COS_HP_POTION_01,0
STORE_CH_STABLE_TAB4,ITEM_ETC_COS_HP_POTION_02,1
STORE_CH_STABLE_TAB4,ITEM_ETC_COS_HP_POTION_03,6
STORE_CH_TRADER_TAB1,ITEM_CH_M_TRADE_TRADER_04,0
STORE_CH_TRADER_TAB1,ITEM_CH_M_TRADE_TRADER_05,1
STORE_CH_TRADER_TAB2,ITEM_CH_W_TRADE_TRADER_04,0
STORE_CH_TRADER_TAB2,ITEM_CH_W_TRADE_TRADER_05,1
STORE_DE_SPECIAL_TAB1,ITEM_ETC_TRADE_DE_01,0
STORE_DE_SPECIAL_TAB1,ITEM_ETC_TRADE_DE_02,1
STORE_EU_ACCESSORY_TAB1,ITEM_EU_EARRING_01_A,3
STORE_EU_ACCESSORY_TAB1,ITEM_EU_EARRING_02_A,4
STORE_EU_ACCESSORY_TAB1,ITEM_EU_EARRING_03_A,5
STORE_EU_ACCESSORY_TAB1,ITEM_EU_NECKLACE_01_A,6
STORE_EU_ACCESSORY_TAB1,ITEM_EU_NECKLACE_02_A,7
STORE_EU_ACCESSORY_TAB1,ITEM_EU_NECKLACE_03_A,8
STORE_EU_ACCESSORY_TAB1,ITEM_EU_RING_01_A,0
STORE_EU_ACCESSORY_TAB1,ITEM_EU_RING_02_A,1
STORE_EU_ACCESSORY_TAB1,ITEM_EU_RING_03_A,2
STORE_EU_ACCESSORY_TAB2,ITEM_ETC_SCROLL_RETURN_01,0
STORE_EU_ACCESSORY_TAB2,ITEM_ETC_SCROLL_RETURN_02,1
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_ETC_02,0
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_POTION_SPEED_05,11
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_POTION_SPEED_11,12
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_01,1
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_02,2
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_03,3
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_04,4
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_05,5
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_06,6
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_07,7
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_08,8
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_09,9
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_10,10
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_RONDO_01,13
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_RONDO_02,14
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_01_AA_A,12
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_01_BA_A,6
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_01_CA_A,0
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_01_FA_A,15
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_01_LA_A,9
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_01_SA_A,3
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_02_AA_A,13
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_02_BA_A,7
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_02_CA_A,1
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_02_FA_A,16
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_02_LA_A,10
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_02_SA_A,4
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_AA_A,14
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_BA_A,8
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_CA_A,2
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_FA_A,17
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_LA_A,11
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_SA_A,5
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_01_AA_A,12
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_01_BA_A,6
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_01_CA_A,0
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_01_FA_A,15
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_01_LA_A,9
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_01_SA_A,3
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_02_AA_A,13
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_02_BA_A,7
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_02_CA_A,1
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_02_FA_A,16
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_02_LA_A,10
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_02_SA_A,4
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_AA_A,14
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_BA_A,8
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_CA_A,2
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_FA_A,17
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_LA_A,11
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_SA_A,5
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_01_AA_A,12
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_01_BA_A,6
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_01_CA_A,0
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_01_FA_A,15
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_01_LA_A,9
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_01_SA_A,3
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_02_AA_A,13
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_02_BA_A,7
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_02_CA_A,1
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_02_FA_A,16
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_02_LA_A,10
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_02_SA_A,4
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_AA_A,14
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_BA_A,8
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_CA_A,2
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_FA_A,17
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_LA_A,11
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_SA_A,5
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_01_AA_A,12
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_01_BA_A,6
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_01_CA_A,0
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_01_FA_A,15
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_01_LA_A,9
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_01_SA_A,3
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_02_AA_A,13
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_02_BA_A,7
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_02_CA_A,1
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_02_FA_A,16
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_02_LA_A,10
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_02_SA_A,4
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_AA_A,14
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_BA_A,8
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_CA_A,2
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_FA_A,17
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_LA_A,11
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_SA_A,5
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_01_AA_A,12
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_01_BA_A,6
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_01_CA_A,0
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_01_FA_A,15
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_01_LA_A,9
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_01_SA_A,3
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_02_AA_A,13
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_02_BA_A,7
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_02_CA_A,1
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_02_FA_A,16
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_02_LA_A,10
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_02_SA_A,4
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_AA_A,14
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_BA_A,8
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_CA_A,2
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_FA_A,17
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_LA_A,11
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_SA_A,5
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_01_AA_A,12
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_01_BA_A,6
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_01_CA_A,0
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_01_FA_A,15
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_01_LA_A,9
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_01_SA_A,3
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_02_AA_A,13
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_02_BA_A,7
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_02_CA_A,1
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_02_FA_A,16
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_02_LA_A,10
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_02_SA_A,4
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_AA_A,14
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_BA_A,8
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_CA_A,2
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_FA_A,17
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_LA_A,11
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_SA_A,5
STORE_EU_GUILD_TAB1,ITEM_ETC_GUILD_CREST_DELETE,1
